2155467100	152	130	Carne Asada	11	pos
4159810983	1696	129	Kokkari	-1	-1
2125415943	62	114	Bangkok House	-1	-1
2122234224	23	434	Turtle Bay	-2	-1
2124906650	201	71	Manhattan Clam Chowder	25	pos
4154312526	167	259	Thai	-1	-1
3236633104	84	54	Jitlada	-1	-1
2122583232	15	43	New York	-1	-1
6464612622	2	75	Ozen	-2	-1
3105583168	502	678	Arroz con Pollo	22	neu
2023326355	54	85	Nellie	-1	-1
2122808099	12	74	Kouzan	-1	-1
2028228783	676	673	Founding Farmers	-1	-1
2125057974	0	34	Bonjoo	3	pos
6175239026	393	34	Giacomo	-1	-1
2027977171	464	8	Marvin	-1	-1
2028332888	127	0	Meiwah	-1	-1
4159228424	145	234	Tom Yum	10	pos
4156731888	347	231	Harris	-1	-1
4159339900	813	193	Thai Salmon Green Curry Pot	0	pos
2128646137	110	61	Tom	-1	-1
4159816138	66	218	Chow Fun	21	pos
4153872244	299	277	Jack	-1	-1
2022962924	0	23	Jonathan	-1	-1
2132738945	19	5	LA	-1	-1
4153918717	76	37	Mercedes	-1	-1
6172361767	58	254	House	-1	-1
6174231112	55	145	Wollensky	7	pos
2126731300	352	3	Taisho	-1	-1
4157754216	1247	181	Joynt	-1	-1
2127029898	28	1367	Atlantic	-1	-1
7735282883	396	525	Tacos al Carbon	13	pos
4152551600	172	0	Deja	-1	-1
2129655366	218	21	Vietnamese	-1	-1
7735282883	220	753	Cuban Roast Pork	-1	-1
4156440240	13	1503	Bacon	10	neu
4152551600	53	1149	Deja Vu	-2	-1
6174455403	3	43	Dominican	-2	-1
2122130077	147	411	Hangawi	-2	-1
4155437673	59	516	Chicken Parmigiana	72	pos
2122858585	237	1018	Les Halles	-2	-1
4153378537	77	410	Chenery Park	-2	-1
2159258219	60	886	Philly	-1	-1
3105529988	315	688	Caramelized Banana Custard Cake	60	pos
4156731888	188	367	Kobe	-2	-1
4155525559	52	1757	Delessio	-1	-1
3236556566	546	389	Jar	-1	-1
4157810313	147	33	Oasis	1	pos
4153872244	46	3300	Santa Fe Salad	16	neu
4156262260	116	39	Pho	6	pos
3124216254	10	124	Kohan	-1	-1
2028228783	75	799	Red Velvet Cake	85	neu
2128239500	16	91	Porter House	-1	-1
2125091144	133	84	Delmonico	-2	-1
4159044100	621	13	Bacar	-1	-1
4156150916	71	1944	Irish	-1	-1
6172663000	92	138	New England Clam Chowder	58	neg
2129242305	22	689	Jorge	-1	-1
4153872244	207	20	Mel	-1	-1
2155920363	88	648	Ensalada de Pulpo	14	pos
2126204020	32	272	Masala	16	pos
7738628500	205	56	Mirai	-1	-1
4157524447	357	602	Spicy Pork Bulgogi	8	neu
2126875511	20	782	Cuban	47	pos
2125817100	147	19	RTR	-1	-1
2124906650	105	780	Maine	-1	-1
2153330800	10	752	Frusco	-1	-1
6173407779	52	24	Blu	-1	-1
3236633104	547	41	Southern Thai	-1	-1
2138910900	261	4	Water Grill	-1	-1
2128077400	143	1337	Grilled Mahi Mahi	15	neu
6173500010	106	47	Boston	-1	-1
6175667344	64	16	Shanghai	14	pos
2136241100	29	130	Sai Sai	2	neu
7735613780	9	1778	Chiles Rellenos de Mariscos	16	neu
3105529988	482	355	Ruby Lemon Drop	72	pos
6172676336	22	1076	English	77	neu
2126759463	95	308	Oeufs Nordique	25	pos
4152528220	53	43	Santa Fe	4	pos
6172477747	7	10	Stella	-1	-1
4159211453	138	334	Cashew Chicken	14	neu
3105529988	34	622	Indian	-1	-1
6172361767	269	83	Pour House	-1	-1
3127829855	424	767	Greek Islands	-2	-1
2125017014	85	354	Cozze al Vino	8	pos
4156731888	781	603	Baby Spinach	13	pos
3102899910	343	370	Real Food Daily	-1	-1
3236633104	25	968	Country Fried Chicken	102	neg
4159339900	259	225	Thai Salmon Pot Pie	0	neu
4157317077	136	247	Tokyo	-1	-1
3236633104	202	476	Coco Mango Salad	44	neu
2155920363	233	51	Ropa Vieja	34	pos
2159851838	24	0	Aki	0	neg
3105529988	160	552	Green Curry	28	neg
3105529988	624	29	Asian Pear Martini	71	pos
2128077400	632	1006	Oaxaca	10	neg
2023872272	184	710	Costillas de Puerco	22	neu
2123088281	11	556	Agra	-1	-1
2127652929	23	61	Mee	-1	-1
2125757646	141	1006	Sicilian	8	pos
